"release_group","worldwide","avg_domestic_percent","avg_foreign_percent","rating","vote_count"
"White Oleander","21672284.000000000000","75.5000000000000000","24.5000000000000000","7.100","376.0"
"1987: When the Day Comes","53834292.000000000000","0.00000000000000000000","100.0000000000000000","8.100","149.0"
"He's Just Not That Into You","178866158.000000000000","52.5000000000000000","47.5000000000000000","6.580","3707.0"
"North Country","25211175.000000000000","72.7000000000000000","27.3000000000000000","7.217","648.0"
"Mortadelo & Filemon: The Big Adventure","23920411.000000000000","0.00000000000000000000","100.0000000000000000","5.600","130.0"
"League of Gods","43498766.000000000000","0.40000000000000000000","99.6000000000000000","5.600","152.0"
"Superhero Movie","71538062.000000000000","36.2000000000000000","63.8000000000000000","5.258","1821.0"
"Mariages!","12991310.000000000000","0.00000000000000000000","100.0000000000000000","5.200","83.0"
"In His Chart","23384864.000000000000","0.00000000000000000000","100.0000000000000000","4.600","8.0"
"The Hole","7644361.000000000000","0.00000000000000000000","100.0000000000000000","6.223","816.0"
"Pegasus","255863112.00000000","0.00000000000000000000","100.0000000000000000","6.500","79.0"
"Confession of Murder","21701525.000000000000","0.00000000000000000000","100.0000000000000000","7.140","300.0"
"The Divergent Series: Insurgent","297002527.00000000","43.8000000000000000","56.2000000000000000","6.362","9981.0"
"The Hitchhiker's Guide to the Galaxy","104478416.000000000000","48.9000000000000000","51.1000000000000000","6.663","3864.0"
"Spider-Man: No Way Home","1910982770.00000000","42.1000000000000000","57.9000000000000000","8.000","20275.0"
"Dredd","41037742.000000000000","32.7000000000000000","67.3000000000000000","6.842","5042.0"
"May 18","49282156.000000000000","0.00000000000000000000","100.0000000000000000","6.900","40.0"
"The Hot Chick","54639553.000000000000","64.2000000000000000","35.8000000000000000","6.352","2005.0"
"The Next Best Thing","24362772.000000000000","61.5000000000000000","38.5000000000000000","5.300","188.0"
"Something Borrowed","65100369.000000000000","60.0000000000000000","40.0000000000000000","6.256","1036.0"
"I Hate Summer","8926071.000000000000","0.00000000000000000000","100.0000000000000000","7.100","925.0"
"The Legend of Zorro","142400065.000000000000","32.6000000000000000","67.4000000000000000","6.127","2871.0"
"Puss in Boots: The Last Wish","481757663.00000000","38.6000000000000000","61.4000000000000000","8.220","7868.0"
"Bolt","309979994.00000000","36.8000000000000000","63.2000000000000000","6.520","6046.0"
"About a Boy","130549455.000000000000","31.7000000000000000","68.3000000000000000","6.674","2197.0"
"My Mom Is a Character 2","39195565.000000000000","0.00000000000000000000","100.0000000000000000","7.700","497.0"
"Quill: The Life of a Guide Dog","22298559.000000000000","0.00000000000000000000","100.0000000000000000","7.000","34.0"
"The Ruins","22818256.000000000000","76.4000000000000000","23.6000000000000000","5.941","1266.0"
"Stolen Identity 2","9687188.000000000000","0.00000000000000000000","100.0000000000000000","5.000","6.0"
"Glass Onion","13280000.000000000000","100.0000000000000000","0.00000000000000000000","7.050","5591.0"
"Love You Forever","60670799.000000000000","0.00000000000000000000","100.0000000000000000","7.800","4.0"
"DC League of Super-Pets","207557117.00000000","45.1000000000000000","54.9000000000000000","7.200","1557.0"
"Gossip","12591270.000000000000","40.6000000000000000","59.4000000000000000","5.799","241.0"
"Mona Lisa Smile","141337989.000000000000","45.2000000000000000","54.8000000000000000","6.900","1731.0"
"The Boss Baby","527965936.00000000","33.1000000000000000","66.9000000000000000","6.447","7080.0"
"August: Osage County","74188937.000000000000","50.9000000000000000","49.1000000000000000","6.800","1480.0"
"Deranged","28444173.000000000000","0.00000000000000000000","100.0000000000000000","3.800","16.0"
"The Choice","23064015.000000000000","81.2000000000000000","18.8000000000000000","7.200","1887.0"
"The Fable: The Killer Who Doesn't Kill","11325545.000000000000","0.00000000000000000000","100.0000000000000000","7.056","81.0"
"The Bank Job","64822796.000000000000","46.4000000000000000","53.6000000000000000","6.827","2315.0"
"Death at a Funeral","46789726.000000000000","18.3000000000000000","81.7000000000000000","6.895","1731.0"
"We Live in Time","32071378.000000000000","77.0000000000000000","23.0000000000000000","7.577","294.0"
"The Lion King","1656943394.00000000","32.8000000000000000","67.2000000000000000","7.116","10058.0"
"The Legacy of Dr. Death: Black File","6024046.000000000000","0.00000000000000000000","100.0000000000000000","4.000","2.0"
"Jason X","16951798.000000000000","77.4000000000000000","22.6000000000000000","4.851","1368.0"
"Attack on Titan the Movie: The Last Attack","7796800.000000000000","0.00000000000000000000","100.0000000000000000","9.700","3.0"
"Golden Job","47287851.000000000000","0.60000000000000000000","99.4000000000000000","6.300","90.0"
"The Berlin File","48972848.000000000000","1.40000000000000000000","98.6000000000000000","6.681","202.0"
"Rust and Bone","25807712.000000000000","8.0000000000000000","92.0000000000000000","7.200","1361.0"
"Doraemon: Nobita and the New Steel Troops: ~Winged Angels~","30236973.000000000000","0.00000000000000000000","100.0000000000000000","7.333","72.0"
"The Great Debaters","30236407.000000000000","100.0000000000000000","0.00000000000000000000","7.200","621.0"
"John Wick: Chapter 4","440180275.00000000","42.5000000000000000","57.5000000000000000","7.727","6651.0"
"Monster Family","27890108.000000000000","0.50000000000000000000","99.5000000000000000","5.900","345.0"
"Dog","84550282.000000000000","73.1000000000000000","26.9000000000000000","7.300","1551.0"
"Zodiac","84785914.000000000000","39.0000000000000000","61.0000000000000000","7.524","10534.0"
"The Crimes That Bind","23144130.000000000000","0.00000000000000000000","100.0000000000000000","7.100","39.0"
"Mamma Mia! Here We Go Again","395044706.00000000","30.5000000000000000","69.5000000000000000","7.100","3344.0"
"Mean Girls","130135898.000000000000","66.1000000000000000","33.9000000000000000","7.210","8811.0"
"Sole a catinelle","69903094.000000000000","0.00000000000000000000","100.0000000000000000","6.761","1664.0"
"We Bought a Zoo","120081841.000000000000","63.0000000000000000","37.0000000000000000","6.795","2691.0"
"Zoolander","60780981.000000000000","74.3000000000000000","25.7000000000000000","6.205","4461.0"
"Limitless","161849455.000000000000","49.0000000000000000","51.0000000000000000","7.190","10625.0"
"Muppets Most Wanted","80383113.000000000000","63.7000000000000000","36.3000000000000000","6.300","823.0"
"My Life in Ruins","20455482.000000000000","42.4000000000000000","57.6000000000000000","6.100","412.0"
"The Score","113579918.000000000000","62.6000000000000000","37.4000000000000000","6.690","1637.0"
"The Tao of Steve","4406030.000000000000","98.6000000000000000","1.40000000000000000000","6.000","74.0"
"Envy","14494036.000000000000","93.6000000000000000","6.4000000000000000","4.871","503.0"
"The Secret Mission","21083522.000000000000","0.00000000000000000000","100.0000000000000000","3.700","6.0"
"Rabbit Without Ears 2","46439905.000000000000","0.00000000000000000000","100.0000000000000000","5.794","257.0"
"Clash of the Titans","493214993.00000000","33.1000000000000000","66.9000000000000000","5.908","6225.0"
"Past Lives","42530801.000000000000","26.3000000000000000","73.7000000000000000","7.752","1711.0"
"Bachchhan Paandey","7387882.000000000000","0.00000000000000000000","100.0000000000000000","5.286","28.0"
"Till The End Of The World","37013733.000000000000","0.30000000000000000000","99.7000000000000000","6.200","9.0"
"Cold Pursuit","76419755.000000000000","42.1000000000000000","57.9000000000000000","5.828","2583.0"
"Boonie Bears: The Wild Life","78132231.000000000000","0.00000000000000000000","100.0000000000000000","5.900","5.0"
"Calendar Girls","93400759.000000000000","33.2000000000000000","66.8000000000000000","6.500","378.0"
"Hello, Mrs. Money","86874070.000000000000","0.00000000000000000000","100.0000000000000000","4.375","16.0"
"Surrogates","122444772.000000000000","31.5000000000000000","68.5000000000000000","6.131","3154.0"
"The Benchwarmers","64962629.000000000000","92.1000000000000000","7.9000000000000000","5.857","872.0"
"Kevin Hart: Let Me Explain","32318051.000000000000","99.8000000000000000","0.20000000000000000000","6.800","203.0"
"Tad the Lost Explorer and the Emerald Tablet","32849430.000000000000","0.20000000000000000000","99.8000000000000000","7.500","309.0"
"The Master and Margarita","28004162.000000000000","0.00000000000000000000","100.0000000000000000","7.000","58.0"
"Exhuma","93891418.000000000000","2.5000000000000000","97.5000000000000000","7.600","405.0"
"Erkan & Stefan","4026949.000000000000","0.00000000000000000000","100.0000000000000000","4.557","53.0"
"CyberWorld","16653900.000000000000","67.6000000000000000","32.4000000000000000","6.200","5.0"
"Detective Conan: Private Eye in the Distant Sea","36324232.000000000000","0.00000000000000000000","100.0000000000000000","6.700","108.0"
"Blindness","19844979.000000000000","16.9000000000000000","83.1000000000000000","6.516","1261.0"
"Eastern Promises","56106607.000000000000","30.8000000000000000","69.2000000000000000","7.400","3343.0"
"Horizon: An American Saga - Chapter 1","38235702.000000000000","75.9000000000000000","24.1000000000000000","6.987","396.0"
"Old","90146510.000000000000","53.6000000000000000","46.4000000000000000","6.337","4446.0"
"Mission to Mars","110983407.000000000000","54.9000000000000000","45.1000000000000000","5.986","1422.0"
"Jiang Ziya","240646355.00000000","0.00000000000000000000","99.9000000000000000","7.300","178.0"
"Oldboy","14980005.000000000000","4.7000000000000000","95.3000000000000000","8.258","8714.0"
"The Girl Who Played with Fire","67153225.000000000000","11.4000000000000000","88.6000000000000000","6.999","1632.0"
"A Strange House","30864331.000000000000","0.00000000000000000000","100.0000000000000000","6.900","7.0"
"The American","67876281.000000000000","52.5000000000000000","47.5000000000000000","5.951","1348.0"
"Two Brothers","62172050.000000000000","30.8000000000000000","69.2000000000000000","7.119","822.0"
"Over Her Dead Body","21458111.000000000000","35.2000000000000000","64.8000000000000000","5.500","454.0"
"Sin City","158733820.000000000000","46.7000000000000000","53.3000000000000000","7.459","8134.0"
"Pitch Perfect","115350426.000000000000","56.4000000000000000","43.6000000000000000","7.300","6513.0"
"Undercover","8335766.000000000000","0.00000000000000000000","100.0000000000000000","7.200","22.0"
"Chickenhare and the Hamster of Darkness","10885116.000000000000","0.00000000000000000000","100.0000000000000000","7.287","261.0"
"Lost, Found","41043552.000000000000","0.00000000000000000000","100.0000000000000000","6.900","12.0"
"Pokémon Ranger and the Temple of the Sea","27638625.000000000000","0.00000000000000000000","100.0000000000000000","6.500","201.0"
"The Four","30505808.000000000000","0.00000000000000000000","100.0000000000000000","6.200","4.0"
"Loving Vincent","42187665.000000000000","16.0000000000000000","84.0000000000000000","7.998","2456.0"
"Biker Boyz","23510621.000000000000","93.9000000000000000","6.1000000000000000","6.240","361.0"
"Yolo","7241561.000000000000","27.6000000000000000","72.4000000000000000","6.300","70.0"
"Morning Glory","60040976.000000000000","51.7000000000000000","48.3000000000000000","6.343","1490.0"
"Meet the Browns","41975388.000000000000","100.0000000000000000","0.00000000000000000000","6.700","101.0"
"Nobody","57510518.000000000000","47.9000000000000000","52.1000000000000000","7.944","7114.0"
"Doraemon: Nobita's Secret Gadget Museum","42770271.000000000000","0.00000000000000000000","100.0000000000000000","6.486","37.0"
"The Wrestler","44734660.000000000000","58.7000000000000000","41.3000000000000000","7.529","3634.0"
"Absolutely Fabulous: The Movie","39219109.000000000000","12.2000000000000000","87.8000000000000000","5.300","241.0"
"Bohemian Rhapsody","903655259.00000000","24.0000000000000000","76.0000000000000000","7.982","16885.0"
"Shubh Mangal Zyada Saavdhan","6574905.000000000000","0.00000000000000000000","100.0000000000000000","5.900","50.0"
"The Big Sick","56411585.000000000000","76.0000000000000000","24.0000000000000000","7.342","2413.0"
"The Last Song","89137047.000000000000","70.6000000000000000","29.4000000000000000","7.240","3302.0"
"Feardotcom","18902015.000000000000","70.1000000000000000","29.9000000000000000","3.700","361.0"
"Jack Reacher: Never Go Back","162146076.000000000000","36.2000000000000000","63.8000000000000000","5.991","4876.0"
"Where the Heart Is","40863718.000000000000","82.6000000000000000","17.4000000000000000","7.108","688.0"
"Boiler Room","28780255.000000000000","59.0000000000000000","41.0000000000000000","6.721","654.0"
"Jennifer's Body","31556061.000000000000","51.4000000000000000","48.6000000000000000","5.962","3822.0"
"One Hundred Thousand Bad Jokes 2","20460352.000000000000","0.00000000000000000000","100.0000000000000000","5.600","15.0"
"The Ides of March","76338111.000000000000","53.7000000000000000","46.3000000000000000","6.678","2460.0"
"Bride Wars","27670000.000000000000","0.00000000000000000000","100.0000000000000000","6.200","3012.0"
"Ayyappanum Koshiyum","5088713.000000000000","0.00000000000000000000","100.0000000000000000","7.700","58.0"
"Hostiles","35669017.000000000000","83.6000000000000000","16.4000000000000000","6.900","2277.0"
"One Piece Film: Red","171315305.000000000000","7.5000000000000000","92.5000000000000000","7.192","1019.0"
"K-20: The Fiend with Twenty Faces","21443265.000000000000","0.00000000000000000000","100.0000000000000000","6.000","41.0"
"Babylon","64960676.000000000000","23.6000000000000000","76.4000000000000000","7.384","3127.0"
"Apocalypto","120654337.000000000000","42.2000000000000000","57.8000000000000000","7.600","5567.0"
"Rules of Engagement","71732303.000000000000","85.5000000000000000","14.5000000000000000","6.200","699.0"
"Saw","103096345.000000000000","53.5000000000000000","46.5000000000000000","7.420","9246.0"
"Boogeyman","67192859.000000000000","69.6000000000000000","30.4000000000000000","5.000","751.0"
"A Mighty Wind","18750246.000000000000","94.8000000000000000","5.2000000000000000","6.757","239.0"
"Doctor Strange in the Multiverse of Madness","955775804.00000000","43.0000000000000000","57.0000000000000000","7.300","9231.0"
"Rookies the Movie: Graduation","88055243.000000000000","0.00000000000000000000","100.0000000000000000","5.000","7.0"
"Mavka: The Forest Song","17974964.000000000000","0.00000000000000000000","100.0000000000000000","7.248","733.0"
"The World's Fastest Indian","18297690.000000000000","28.0000000000000000","72.0000000000000000","7.600","768.0"
"G.I. Joe: Retaliation","375740705.00000000","32.6000000000000000","67.4000000000000000","5.623","5466.0"
"Final Destination","112880294.000000000000","47.2000000000000000","52.8000000000000000","6.600","5632.0"
"The Girl Who Kicked the Hornet's Nest","44276335.000000000000","11.7000000000000000","88.3000000000000000","7.100","1342.0"
"White Noise","91196419.000000000000","61.8000000000000000","38.2000000000000000","5.600","805.0"
"No More Bets","532600264.00000000","0.00000000000000000000","100.0000000000000000","7.000","51.0"
"Twenty Two","26289378.000000000000","0.20000000000000000000","99.8000000000000000","7.600","19.0"
"Country Strong","20529194.000000000000","98.5000000000000000","1.50000000000000000000","6.100","247.0"
"Freaky","18073433.000000000000","50.0000000000000000","50.0000000000000000","6.600","1629.0"
"Turbo","282570682.00000000","29.4000000000000000","70.6000000000000000","6.221","3353.0"
"S Storm","30381402.000000000000","0.00000000000000000000","100.0000000000000000","5.700","23.0"
"Facing Windows","15530077.000000000000","3.5000000000000000","96.5000000000000000","6.975","302.0"
"Europe Raiders","22435156.000000000000","0.00000000000000000000","100.0000000000000000","7.200","49.0"
"The Dark Knight Rises","1084939099.00000000","41.3000000000000000","58.7000000000000000","7.800","22803.0"
"R.A.I.D. Special Unit","34598750.000000000000","0.00000000000000000000","100.0000000000000000","5.721","902.0"
"The Shallows","119100758.000000000000","46.3000000000000000","53.7000000000000000","6.300","5054.0"
"The Secret World of Arrietty","148979794.000000000000","12.9000000000000000","87.1000000000000000","7.657","2835.0"
"Straight Outta Compton","201634991.00000000","79.9000000000000000","20.1000000000000000","7.800","3886.0"
"The Brothers","27958191.000000000000","98.2000000000000000","1.80000000000000000000","6.500","47.0"
"Godzilla x Kong: The New Empire","571750016.00000000","34.3000000000000000","65.7000000000000000","7.100","3920.0"
"Secret Zoo","9471940.000000000000","0.00000000000000000000","100.0000000000000000","6.132","68.0"
"Baywatch","177856751.000000000000","32.6000000000000000","67.4000000000000000","6.091","8047.0"
"Friends with Benefits","149542245.000000000000","37.3000000000000000","62.7000000000000000","6.656","7932.0"
"Assassination Classroom: The Graduation","31352921.000000000000","0.00000000000000000000","100.0000000000000000","7.200","89.0"
"Divine Secrets of the Ya-Ya Sisterhood","73839240.000000000000","94.3000000000000000","5.7000000000000000","6.100","237.0"
"Casanova","37691644.000000000000","30.0000000000000000","70.0000000000000000","6.443","884.0"
"Man on the Edge","25774679.000000000000","0.00000000000000000000","100.0000000000000000","6.800","15.0"
"The King's Man","125897478.000000000000","29.5000000000000000","70.5000000000000000","6.751","4545.0"
"The Tigger Movie","96159800.000000000000","47.4000000000000000","52.6000000000000000","6.500","564.0"
"Due Date","211780824.00000000","47.5000000000000000","52.5000000000000000","6.379","5398.0"
"Queen of the Damned","45479110.000000000000","66.7000000000000000","33.3000000000000000","6.100","1060.0"
"The Judge","84419388.000000000000","55.8000000000000000","44.2000000000000000","7.324","4079.0"
"Tom & Jerry","136536687.000000000000","34.1000000000000000","65.9000000000000000","6.800","2444.0"
"Wonka","634402312.00000000","34.4000000000000000","65.6000000000000000","7.100","3617.0"
"Adoring","94975692.000000000000","0.00000000000000000000","100.0000000000000000","7.000","8.0"
"Wrath of the Titans","301970083.00000000","27.7000000000000000","72.3000000000000000","5.745","4188.0"
"Requiem for a Dream","7390108.000000000000","49.2000000000000000","50.8000000000000000","8.000","9989.0"
"Shinchan: Crash! Scribble Kingdom and Almost Four Heroes","12221804.000000000000","0.00000000000000000000","100.0000000000000000","7.800","15.0"
"Lights Out","149368835.000000000000","45.0000000000000000","55.0000000000000000","6.358","3868.0"
"Boo 2! A Madea Halloween","48333932.000000000000","97.9000000000000000","2.1000000000000000","5.744","476.0"
"Dark Water","24010000.000000000000","0.00000000000000000000","100.0000000000000000","6.800","611.0"
"A Silent Voice: The Movie","30021659.000000000000","1.00000000000000000000","99.0000000000000000","8.384","3986.0"
"2012","769679473.00000000","21.6000000000000000","78.4000000000000000","5.846","11943.0"
"Be Kind Rewind","30579406.000000000000","36.5000000000000000","63.5000000000000000","6.312","1343.0"
"Rat Race","85498534.000000000000","66.2000000000000000","33.8000000000000000","6.263","1779.0"
"Tazza: The High Rollers","39212715.000000000000","0.00000000000000000000","100.0000000000000000","6.900","86.0"
"Safe","41564670.000000000000","41.2000000000000000","58.8000000000000000","6.487","2451.0"
"Crash","98410061.000000000000","55.5000000000000000","44.5000000000000000","7.223","3467.0"
"Unhinged","44331465.000000000000","47.0000000000000000","53.0000000000000000","6.445","2278.0"
"Piglet's Big Movie","62870546.000000000000","36.7000000000000000","63.3000000000000000","6.702","361.0"
"The Bodin's in the Land of Smile","12872253.000000000000","0.00000000000000000000","100.0000000000000000","6.100","45.0"
"Don't Breathe","157761002.000000000000","56.6000000000000000","43.4000000000000000","7.013","7426.0"
"Mr. 3000","21839377.000000000000","99.9000000000000000","0.10000000000000000000","5.279","165.0"
"The Perfect Man","19770475.000000000000","83.6000000000000000","16.4000000000000000","6.106","776.0"
"Hoodwinked Too! Hood vs. Evil","23167844.000000000000","43.8000000000000000","56.2000000000000000","5.100","539.0"
"The Last King of Scotland","48618191.000000000000","36.2000000000000000","63.8000000000000000","7.419","2123.0"
"Winged Migration","21493351.000000000000","4.3000000000000000","95.7000000000000000","7.568","183.0"
"Moonage Daydream","13095781.000000000000","32.2000000000000000","67.8000000000000000","7.523","216.0"
"Star Wars: Episode VIII - The Last Jedi","1332539889.00000000","46.5000000000000000","53.5000000000000000","6.788","15319.0"
"Norm of the North","30734502.000000000000","55.5000000000000000","44.5000000000000000","4.639","337.0"
"Roll Bounce","17500866.000000000000","99.3000000000000000","0.70000000000000000000","6.700","111.0"
"Home Sweet Home","32178677.000000000000","0.00000000000000000000","100.0000000000000000","4.900","630.0"
"Hollywood Homicide","51142659.000000000000","60.5000000000000000","39.5000000000000000","5.213","630.0"
"Æon Flux","53321673.000000000000","48.5000000000000000","51.5000000000000000","5.616","2223.0"
"The Stronghold","18066143.000000000000","0.00000000000000000000","100.0000000000000000","7.400","1285.0"
"Kalki 2898 AD","25331842.000000000000","72.2000000000000000","27.8000000000000000","6.500","100.0"
"The Hunger Games: Catching Fire","865011746.00000000","49.1000000000000000","50.9000000000000000","7.428","17352.0"
"Unfair: The Movie","21914005.000000000000","0.00000000000000000000","100.0000000000000000","5.600","8.0"
"Beating Hearts","35714047.000000000000","0.00000000000000000000","100.0000000000000000","7.622","472.0"
"The Greatest Game Ever Played","15431177.000000000000","99.4000000000000000","0.60000000000000000000","7.287","483.0"
"Head Full of Honey","78127384.000000000000","0.00000000000000000000","100.0000000000000000","7.300","350.0"
"Room","35401758.000000000000","41.5000000000000000","58.5000000000000000","8.000","9172.0"
"The Taking of Pelham 123","150166126.000000000000","43.6000000000000000","56.4000000000000000","6.351","3104.0"
"Transformers: The Last Knight","605425157.00000000","21.5000000000000000","78.5000000000000000","6.054","6213.0"
"Raging Fire","205842393.00000000","0.20000000000000000000","99.8000000000000000","6.900","221.0"
"The Woman King","97562514.000000000000","69.0000000000000000","31.0000000000000000","7.669","2078.0"
"Go Brother!","54663060.000000000000","0.00000000000000000000","100.0000000000000000","7.100","28.0"
"Kaiji 2: The Ultimate Gambler","19971259.000000000000","0.00000000000000000000","100.0000000000000000","6.737","38.0"
"Alita: Battle Angel","404980543.00000000","21.2000000000000000","78.8000000000000000","7.241","9171.0"
"Olympus Has Fallen","170270201.000000000000","58.1000000000000000","41.9000000000000000","6.400","6571.0"
"Beauty and the Beast","47430624.000000000000","0.00000000000000000000","100.0000000000000000","6.175","2031.0"
"Hellboy","99318987.000000000000","60.0000000000000000","40.0000000000000000","6.700","6871.0"
"Shrek","484596038.00000000","55.3000000000000000","44.7000000000000000","7.743","17210.0"
"Serenity","40445129.000000000000","63.1000000000000000","36.9000000000000000","7.373","3513.0"
"A Witness Out of the Blue","37092694.000000000000","0.00000000000000000000","100.0000000000000000","6.500","33.0"
"The Wild Robot","324291115.00000000","44.2000000000000000","55.8000000000000000","8.400","3715.0"
"X2: X-Men United","407711549.00000000","52.7000000000000000","47.3000000000000000","7.035","10134.0"
"The Young Black Stallion","9638389.000000000000","70.0000000000000000","30.0000000000000000","6.500","96.0"
"Spirited Away","274925095.00000000","3.7000000000000000","96.3000000000000000","8.538","16628.0"
"Black Box","9738741.000000000000","0.00000000000000000000","100.0000000000000000","6.414","532.0"
"CHIPS","26800152.000000000000","69.4000000000000000","30.6000000000000000","6.125","1288.0"
"J. Edgar","84920539.000000000000","43.9000000000000000","56.1000000000000000","6.228","2415.0"
"xXx: Return of Xander Cage","346118277.00000000","13.0000000000000000","87.0000000000000000","6.134","8873.0"
"Perfume: The Story of a Murderer","135039924.000000000000","1.60000000000000000000","98.4000000000000000","7.400","4537.0"
"Battlefield Earth","29725663.000000000000","72.2000000000000000","27.8000000000000000","3.300","850.0"
"Starsky & Hutch","170268750.000000000000","51.8000000000000000","48.2000000000000000","5.808","2308.0"
"Alvin and the Chipmunks: The Road Chip","234798636.00000000","36.6000000000000000","63.4000000000000000","6.025","1630.0"
"From Up on Poppy Hill","61459425.000000000000","1.60000000000000000000","98.4000000000000000","7.535","1762.0"
"About Last Night","50445860.000000000000","96.4000000000000000","3.6000000000000000","6.014","502.0"
"Son of God","70829270.000000000000","84.3000000000000000","15.7000000000000000","6.863","302.0"
"Legally Blonde 2: Red, White & Blonde","124914842.000000000000","72.2000000000000000","27.8000000000000000","5.679","1574.0"
"Mrs. Green Apple: The White Lounge","10337403.000000000000","0.00000000000000000000","100.0000000000000000","0.000","0.0"
"Gran Torino","269958228.00000000","54.9000000000000000","45.1000000000000000","7.991","10705.0"
"Casino Royale","606000064.00000000","27.6000000000000000","72.4000000000000000","7.557","10720.0"
"Four Brothers","92374674.000000000000","80.6000000000000000","19.4000000000000000","6.778","2135.0"
"Belle","64679830.000000000000","6.2000000000000000","93.8000000000000000","7.200","675.0"
"Once Upon a Time in Hong Kong","32218874.000000000000","0.00000000000000000000","100.0000000000000000","5.000","15.0"
"Cloudy Mountain","58348836.000000000000","0.00000000000000000000","100.0000000000000000","7.400","219.0"
"There Will Be Blood","76181545.000000000000","52.8000000000000000","47.2000000000000000","8.075","6639.0"
"The Servant","19259164.000000000000","0.00000000000000000000","100.0000000000000000","5.800","30.0"
"The Texas Chainsaw Massacre: The Beginning","51764406.000000000000","76.3000000000000000","23.7000000000000000","6.143","1789.0"
"Lorelei","19806585.000000000000","0.00000000000000000000","100.0000000000000000","5.900","19.0"
"Table for Six","10138355.000000000000","0.00000000000000000000","100.0000000000000000","6.743","37.0"
"Silent Night","11067228.000000000000","72.4000000000000000","27.6000000000000000","6.200","757.0"
"Les Tuche 4","19259766.000000000000","0.00000000000000000000","100.0000000000000000","5.045","231.0"
"The Ladykillers","76665191.000000000000","51.9000000000000000","48.1000000000000000","6.132","1588.0"
"See No Evil","18564467.000000000000","81.0000000000000000","19.0000000000000000","5.431","645.0"
"The Girl with the Dragon Tattoo","104414200.000000000000","9.7000000000000000","90.3000000000000000","7.531","2947.0"
"Dragon Ball Super: Broly","115750445.000000000000","26.5000000000000000","73.5000000000000000","7.892","2918.0"
"A Christmas Carol","325286646.00000000","42.4000000000000000","57.6000000000000000","6.883","4596.0"
"Playing for Keeps","30962335.000000000000","42.3000000000000000","57.7000000000000000","5.668","678.0"
"Terminator Genisys","440603537.00000000","20.4000000000000000","79.6000000000000000","5.936","8411.0"
"The Meg","529243742.00000000","27.5000000000000000","72.5000000000000000","6.252","7651.0"
"Taken 2","376141306.00000000","37.2000000000000000","62.8000000000000000","6.360","6650.0"
"The Family Stone","92884429.000000000000","64.7000000000000000","35.3000000000000000","6.300","983.0"
"Mission: Impossible - Dead Reckoning Part One","570619838.00000000","30.2000000000000000","69.8000000000000000","7.500","3880.0"
"Space Station 3D","128363881.000000000000","72.7000000000000000","27.3000000000000000","6.400","45.0"
"Captain Underpants: The First Epic Movie","125427681.000000000000","58.9000000000000000","41.1000000000000000","6.225","1211.0"
"Detective Conan: Black Iron Submarine","106771806.000000000000","0.00000000000000000000","100.0000000000000000","6.800","101.0"
"Joyeux Noel","17709155.000000000000","6.0000000000000000","94.0000000000000000","7.400","862.0"
"The Iron Claw","45204449.000000000000","77.6000000000000000","22.4000000000000000","7.530","888.0"
"The Sweetest Thing","68696770.000000000000","36.0000000000000000","64.0000000000000000","5.558","1083.0"
"Mile 22","66308758.000000000000","54.5000000000000000","45.5000000000000000","6.221","2209.0"
"Raise Your Voice","14867514.000000000000","70.0000000000000000","30.0000000000000000","6.537","829.0"
"Homefront","48449416.000000000000","41.6000000000000000","58.4000000000000000","6.944","3495.0"
"Uncle Drew","46664414.000000000000","91.0000000000000000","9.0000000000000000","6.700","551.0"
"Iris","16153953.000000000000","34.6000000000000000","65.4000000000000000","6.430","193.0"
"Hostage: Missing Celebrity","13174292.000000000000","0.00000000000000000000","100.0000000000000000","6.900","36.0"
"Gone Girl","369330363.00000000","45.4000000000000000","54.6000000000000000","7.892","18656.0"
"April Snow","24873159.000000000000","0.00000000000000000000","100.0000000000000000","6.100","41.0"
"Overcomer","38026103.000000000000","91.4000000000000000","8.6000000000000000","7.717","267.0"
"TRON: Legacy","400062763.00000000","43.0000000000000000","57.0000000000000000","6.490","7157.0"
"Love Actually","244931766.00000000","24.4000000000000000","75.6000000000000000","7.111","6781.0"
"The Unbroken","29000322.000000000000","0.00000000000000000000","100.0000000000000000","6.700","12.0"
"Minority Report","358372926.00000000","36.9000000000000000","63.1000000000000000","7.350","8710.0"
"Redeeming Love","9464198.000000000000","97.4000000000000000","2.6000000000000000","7.874","549.0"
"Made in Abyss: Dawn of the Deep Soul","4971635.000000000000","0.00000000000000000000","100.0000000000000000","7.800","228.0"
"Architecture 101","26642354.000000000000","0.00000000000000000000","100.0000000000000000","7.400","129.0"
"Cat and Dog","10740923.000000000000","0.00000000000000000000","100.0000000000000000","6.200","87.0"
"Bang Bang","42045981.000000000000","6.1000000000000000","93.9000000000000000","6.158","221.0"
"Dolphin Tale","95932565.000000000000","75.4000000000000000","24.6000000000000000","6.900","638.0"
"Breakin' All the Rules","12544254.000000000000","97.8000000000000000","2.2000000000000000","6.100","91.0"
"The Lone Ranger","260502115.00000000","34.3000000000000000","65.7000000000000000","6.106","5817.0"
"The Divine Weapon","19991573.000000000000","0.00000000000000000000","100.0000000000000000","6.500","40.0"
"Sex and Lucía","7640680.000000000000","20.9000000000000000","79.1000000000000000","6.654","550.0"
"Dark Planet","23772559.000000000000","0.00000000000000000000","100.0000000000000000","5.500","101.0"
